Best value of frequency and phase:  17.517 1.01546
Minimum Value at best f:  0.0630497
Mismatch:  0.053889889693300996


True value of frequency and phase:  18.5 1.13097
Minimum Value at true f:  0.0625878

Best value of frequency and phase:  18.518 1.07893
Minimum Value at best f:  0.0631711
Mismatch:  0.053268092325341465


True value of frequency and phase:  19.5 1.19381
Minimum Value at true f:  0.0623513

Best value of frequency and phase:  19.519 1.1424
Minimum Value at best f:  0.0629629
Mismatch:  0.052542362576081025


True value of frequency and phase:  20.5 1.25664
Minimum Value at true f:  0.0626062

Best value of frequency and phase:  20.52 1.20586
Minimum Value at best f:  0.063373
Mismatch:  0.05035821178158084


True value of frequency and phase:  21.5 1.31947
Minimum Value at true f:  0.0620589

Best value of frequency and phase:  21.521 1.26933
Minimum Value at best f:  0.0629274
Mismatch:  0.0480641305148819


True value of frequency and phase:  22.5 1.3823
Minimum Value at true f:  0.061715

Best value of frequency and phase:  22.522 1.3328
Minimum Value at best f:  0.0627271
Mismatch:  0.04531542129142019


True value of frequency and phase:  23.5 1.44513
Minimum Value at true f:  0.06218

Best value of frequency and phase:  23.523 1.39626
Minimum Value at best f:  0.063293
Mismatch:  0.04428035381151496


True value of frequency and phase:  24.5 1.50796
Minimum Value at true f:  0.0622413

Best value of frequency and phase:  24.524 1.45973
Minimum Value at best f:  0.0634722
Mismatch:  0.042465042113355445


True value of frequency and phase:  25.5 1.5708
Minimum Value at true f:  0.0625016

Best value of frequency and phase:  25.525 1.5232
Minimum Value at best f:  0.0640332
Mismatch:  0.03799662732730047


True value of frequency and phase:  26.5 1.63363
Minimum Value at true f:  0.0626938

Best value of frequency and phase:  26.526 1.5232
Minimum Value at best f:  0.0642747
Mismatch:  0.0374775904226573


True value of frequency and phase:  27.5 1.69646
Minimum Value at true f:  0.0625585

Best value of frequency and phase:  27.527 1.58666
Minimum Value at best f:  0.06399
Mismatch:  0.03967591809666149


True value of frequency and phase:  28.5 1.75929
Minimum Value at true f:  0.0627262

Best value of frequency and phase:  28.528 1.65013
Minimum Value at best f:  0.0642767
Mismatch:  0.03800766133513567


True value of frequency and phase:  29.5 1.82212
Minimum Value at true f:  0.0624508

Best value of frequency and phase:  29.529 1.7136
Minimum Value at best f:  0.0639419
Mismatch:  0.038574404501463655


True value of frequency and phase:  30.5 1.88496
Minimum Value at true f:  0.0622325

Best value of frequency and phase:  30.53 1.77706
Minimum Value at best f:  0.0638943
Mismatch:  0.03552941077813043


True value of frequency and phase:  31.5 1.94779
Minimum Value at true f:  0.0625129

Best value of frequency and phase:  31.531 1.84053
Minimum Value at best f:  0.0641925
Mismatch:  0.0356448455664351


True value of frequency and phase:  32.5 2.01062
Minimum Value at true f:  0.0622622

Best value of frequency and phase:  32.532 1.904
Minimum Value at best f:  0.0638224
Mismatch:  0.03720365725656982


True value of frequency and phase:  33.5 2.07345
Minimum Value at true f:  0.0623201

Best value of frequency and phase:  33.533 1.96746
Minimum Value at best f:  0.0641605
Mismatch:  0.032788696809055384


True value of frequency and phase:  34.5 2.13628
Minimum Value at true f:  0.0624795

Best value of frequency and phase:  34.534 2.03093
Minimum Value at best f:  0.0643373
Mismatch:  0.032744947066637886


True value of frequency and phase:  35.5 2.19911
Minimum Value at true f:  0.062843

Best value of frequency and phase:  35.535 2.0944
Minimum Value at best f:  0.0647474
Mismatch:  0.032538908852218995


True value of frequency and phase:  36.5 2.26195
Minimum Value at true f:  0.0628839

Best value of frequency and phase:  36.536 2.15786
Minimum Value at best f:  0.0650389
Mismatch:  0.028614396995256475


True value of frequency and phase:  37.5 2.32478
Minimum Value at true f:  0.0625874

Best value of frequency and phase:  37.537 2.22133
Minimum Value at best f:  0.0650492
Mismatch:  0.02325360437979529


True value of frequency and phase:  38.5 2.38761
Minimum Value at true f:  0.0624233

Best value of frequency and phase:  38.538 2.28479
Minimum Value at best f:  0.0649132
Mismatch:  0.02253595024437971


True value of frequency and phase:  39.5 2.45044
Minimum Value at true f:  0.0627973

Best value of frequency and phase:  39.539 2.34826
Minimum Value at best f:  0.0654628
Mismatch:  0.02035120757245923


True value of frequency and phase:  40.5 2.51327
Minimum Value at true f:  0.0623501

Best value of frequency and phase:  40.54 2.41173
Minimum Value at best f:  0.0653249
Mismatch:  0.01463886938449166


True value of frequency and phase:  41.5 2.57611
Minimum Value at true f:  0.0625571

Best value of frequency and phase:  41.541 2.47519
Minimum Value at best f:  0.065569
Mismatch:  0.014410686563315789


True value of frequency and phase:  42.5 2.63894
Minimum Value at true f:  0.0627655

Best value of frequency and phase:  42.542 2.53866
Minimum Value at best f:  0.0660859
Mismatch:  0.009863826309835844


True value of frequency and phase:  43.5 2.70177
Minimum Value at true f:  0.0626477

Best value of frequency and phase:  43.543 2.53866
Minimum Value at best f:  0.0662031
Mismatch:  0.0058954169951969115


True value of frequency and phase:  44.5 2.7646
Minimum Value at true f:  0.0629275

Best value of frequency and phase:  44.544 2.60213
Minimum Value at best f:  0.0663591
Mismatch:  0.008394902963728024


True value of frequency and phase:  45.5 2.82743
Minimum Value at true f:  0.0623746

Best value of frequency and phase:  45.545 2.66559
Minimum Value at best f:  0.0659339
Mismatch:  0.005311308211355392


True value of frequency and phase:  46.5 2.89027
Minimum Value at true f:  0.0625952

Best value of frequency and phase:  46.546 2.72906
Minimum Value at best f:  0.0661154
Mismatch:  0.006357661019375294


True value of frequency and phase:  47.5 2.9531
Minimum Value at true f:  0.062835

Best value of frequency and phase:  47.547 2.79253
Minimum Value at best f:  0.066714
Mismatch:  0.0011018894724279527


True value of frequency and phase:  48.5 3.01593
Minimum Value at true f:  0.0628457

Best value of frequency and phase:  48.548 2.85599
Minimum Value at best f:  0.0667667
Mismatch:  0.00045479656507940724


True value of frequency and phase:  49.5 3.07876
Minimum Value at true f:  0.0623522

Best value of frequency and phase:  49.549 2.91946
Minimum Value at best f:  0.0663761
Mismatch:  -0.00218281239731688


True value of frequency and phase:  50.5 3.14159
Minimum Value at true f:  0.06256

Best value of frequency and phase:  50.45 3.30026
Minimum Value at best f:  0.0666664
Mismatch:  -0.003079386189258404


True value of frequency and phase:  51.5 3.20442
Minimum Value at true f:  0.0622797

Best value of frequency and phase:  51.451 3.36373
Minimum Value at best f:  0.0661881
Mismatch:  -0.0004759009422010685


True value of frequency and phase:  52.5 3.26726
Minimum Value at true f:  0.062368

Best value of frequency and phase:  52.452 3.42719
Minimum Value at best f:  0.0660365
Mismatch:  0.003547771677783418


True value of frequency and phase:  53.5 3.33009
Minimum Value at true f:  0.062232

Best value of frequency and phase:  53.453 3.49066
Minimum Value at best f:  0.066019
Mismatch:  0.0013790626044479781


True value of frequency and phase:  54.5 3.39292
Minimum Value at true f:  0.062078

Best value of frequency and phase:  54.454 3.55413
Minimum Value at best f:  0.0657289
Mismatch:  0.00326650478430357


True value of frequency and phase:  55.5 3.45575
Minimum Value at true f:  0.0627341

Best value of frequency and phase:  55.455 3.61759
Minimum Value at best f:  0.0662312
Mismatch:  0.006989297731377353


True value of frequency and phase:  56.5 3.51858
Minimum Value at true f:  0.062597

Best value of frequency and phase:  56.456 3.68106
Minimum Value at best f:  0.0660375
Mismatch:  0.007634302107129676


True value of frequency and phase:  57.5 3.58142
Minimum Value at true f:  0.0615794

Best value of frequency and phase:  57.457 3.74452
Minimum Value at best f:  0.064959
Mismatch:  0.006697410243685309


True value of frequency and phase:  58.5 3.64425
Minimum Value at true f:  0.0623615

Best value of frequency and phase:  58.458 3.80799
Minimum Value at best f:  0.0656317
Mismatch:  0.009922094276917592


True value of frequency and phase:  59.5 3.70708
Minimum Value at true f:  0.0624751

Best value of frequency and phase:  59.459 3.80799
Minimum Value at best f:  0.0658053
Mismatch:  0.009170663512503396


True value of frequency and phase:  60.5 3.76991
Minimum Value at true f:  0.0623278

Best value of frequency and phase:  60.46 3.87146
Minimum Value at best f:  0.0652465
Mismatch:  0.015499578885184606


True value of frequency and phase:  61.5 3.83274
Minimum Value at true f:  0.0624445

Best value of frequency and phase:  61.461 3.93492
Minimum Value at best f:  0.0650057
Mismatch:  0.021428878127777384


True value of frequency and phase:  62.5 3.89557
Minimum Value at true f:  0.0620434

Best value of frequency and phase:  62.462 3.99839
Minimum Value at best f:  0.0644058
Mismatch:  0.023966827794092427


True value of frequency and phase:  63.5 3.95841
Minimum Value at true f:  0.0619269

Best value of frequency and phase:  63.463 4.06186
Minimum Value at best f:  0.064254
Mismatch:  0.024348723149552054


True value of frequency and phase:  64.5 4.02124
Minimum Value at true f:  0.0627867

Best value of frequency and phase:  64.464 4.12532
Minimum Value at best f:  0.064998
Mismatch:  0.02756745770824076


True value of frequency and phase:  65.5 4.08407
Minimum Value at true f:  0.0633588

Best value of frequency and phase:  65.465 4.18879
Minimum Value at best f:  0.0652445
Mismatch:  0.03359655702822684


True value of frequency and phase:  66.5 4.1469
Minimum Value at true f:  0.0623776

Best value of frequency and phase:  66.466 4.25226
Minimum Value at best f:  0.0642915
Mismatch:  0.03169511141435377


True value of frequency and phase:  67.5 4.20973
Minimum Value at true f:  0.0628508

Best value of frequency and phase:  67.467 4.31572
Minimum Value at best f:  0.0646165
Mismatch:  0.03475728329058658


True value of frequency and phase:  68.5 4.27257
Minimum Value at true f:  0.0622844

Best value of frequency and phase:  68.468 4.37919
Minimum Value at best f:  0.0640497
Mismatch:  0.03394182946869506


True value of frequency and phase:  69.5 4.3354
Minimum Value at true f:  0.0624884

Best value of frequency and phase:  69.469 4.44266
Minimum Value at best f:  0.0641295
Mismatch:  0.0362259256847669


True value of frequency and phase:  70.5 4.39823
Minimum Value at true f:  0.0623522

Best value of frequency and phase:  70.47 4.50612
Minimum Value at best f:  0.0638921
Mismatch:  0.03765539700026632


True value of frequency and phase:  71.5 4.46106
Minimum Value at true f:  0.0625282

Best value of frequency and phase:  71.471 4.56959
Minimum Value at best f:  0.0641407
Mismatch:  0.03673983570996797


True value of frequency and phase:  72.5 4.52389
Minimum Value at true f:  0.0624056

Best value of frequency and phase:  72.472 4.63306
Minimum Value at best f:  0.0640313
Mismatch:  0.03635505325419497


True value of frequency and phase:  73.5 4.58673
Minimum Value at true f:  0.0626724

Best value of frequency and phase:  73.473 4.69652
Minimum Value at best f:  0.0643123
Mismatch:  0.03650617690977198


True value of frequency and phase:  74.5 4.64956
Minimum Value at true f:  0.0623649

Best value of frequency and phase:  74.474 4.75999
Minimum Value at best f:  0.063863
Mismatch:  0.038343375071715036


True value of frequency and phase:  75.5 4.71239
Minimum Value at true f:  0.0620973

Best value of frequency and phase:  75.475 4.75999
Minimum Value at best f:  0.0636008
Mismatch:  0.03788529722371181


True value of frequency and phase:  76.5 4.77522
Minimum Value at true f:  0.0624613

Best value of frequency and phase:  76.476 4.82346
Minimum Value at best f:  0.0637967
Mismatch:  0.04108166172798211


True value of frequency and phase:  77.5 4.83805
Minimum Value at true f:  0.0626228

Best value of frequency and phase:  77.477 4.88692
Minimum Value at best f:  0.0637825
Mismatch:  0.044103985766206444


True value of frequency and phase:  78.5 4.90088
Minimum Value at true f:  0.062524

Best value of frequency and phase:  78.478 4.95039
Minimum Value at best f:  0.0635064
Mismatch:  0.0468116335487172


True value of frequency and phase:  79.5 4.96372
Minimum Value at true f:  0.062294

Best value of frequency and phase:  79.479 5.01385
Minimum Value at best f:  0.0631547
Mismatch:  0.0484772600250426


True value of frequency and phase:  80.5 5.02655
Minimum Value at true f:  0.0625582

Best value of frequency and phase:  80.48 5.07732
Minimum Value at best f:  0.0633256
Mismatch:  0.05029122300897404


True value of frequency and phase:  81.5 5.08938
Minimum Value at true f:  0.0628113

Best value of frequency and phase:  81.481 5.14079
Minimum Value at best f:  0.0634258
Mismatch:  0.05302802851859456


True value of frequency and phase:  82.5 5.15221
Minimum Value at true f:  0.0620515

Best value of frequency and phase:  82.482 5.20425
Minimum Value at best f:  0.0626339
Mismatch:  0.052665747842517985


True value of frequency and phase:  83.5 5.21504
Minimum Value at true f:  0.0625333

Best value of frequency and phase:  83.483 5.26772
Minimum Value at best f:  0.0630298
Mismatch:  0.05459353030929137


True value of frequency and phase:  84.5 5.27788
Minimum Value at true f:  0.0626602

Best value of frequency and phase:  84.484 5.33119
Minimum Value at best f:  0.0631098
Mismatch:  0.05548499149444153


True value of frequency and phase:  85.5 5.34071
Minimum Value at true f:  0.0623349

Best value of frequency and phase:  85.485 5.39465
Minimum Value at best f:  0.0627438
Mismatch:  0.055775171822044944


True value of frequency and phase:  86.5 5.40354
Minimum Value at true f:  0.0619757

Best value of frequency and phase:  86.486 5.45812
Minimum Value at best f:  0.0623763
Mismatch:  0.055511876275540106


True value of frequency and phase:  87.5 5.46637
Minimum Value at true f:  0.0623225

Best value of frequency and phase:  87.487 5.52159
Minimum Value at best f:  0.0626825
Mismatch:  0.05654609500982799


True value of frequency and phase:  88.5 5.5292
Minimum Value at true f:  0.062627

Best value of frequency and phase:  88.488 5.58505
Minimum Value at best f:  0.0629901
Mismatch:  0.05682918116786695


True value of frequency and phase:  89.5 5.59203
Minimum Value at true f:  0.0626622

Best value of frequency and phase:  89.489 5.64852
Minimum Value at best f:  0.0630984
Mismatch:  0.05570106553616061


True value of frequency and phase:  90.5 5.65487
Minimum Value at true f:  0.0626898

Best value of frequency and phase:  90.49 5.71199
Minimum Value at best f:  0.0631474
Mismatch:  0.05539036691838217


True value of frequency and phase:  91.5 5.7177
Minimum Value at true f:  0.062474

Best value of frequency and phase:  91.491 5.77545
Minimum Value at best f:  0.0630729
Mismatch:  0.05288761206261816


True value of frequency and phase:  92.5 5.78053
Minimum Value at true f:  0.0626797

Best value of frequency and phase:  92.492 5.77545
Minimum Value at best f:  0.0632087
Mismatch:  0.054239965923417066


True value of frequency and phase:  93.5 5.84336
Minimum Value at true f:  0.0627612

Best value of frequency and phase:  93.493 5.83892
Minimum Value at best f:  0.0631503
Mismatch:  0.05656150974551144


True value of frequency and phase:  94.5 5.90619
Minimum Value at true f:  0.0621889

Best value of frequency and phase:  94.494 5.90239
Minimum Value at best f:  0.0625283
Mismatch:  0.05673133442157696


True value of frequency and phase:  95.5 5.96903
Minimum Value at true f:  0.0627419

Best value of frequency and phase:  95.495 5.96585
Minimum Value at best f:  0.0629481
Mismatch:  0.05945541999222215


True value of frequency and phase:  96.5 6.03186
Minimum Value at true f:  0.0630354

Best value of frequency and phase:  96.496 6.02932
Minimum Value at best f:  0.0631922
Mismatch:  0.060547908844236664


True value of frequency and phase:  97.5 6.09469
Minimum Value at true f:  0.0625124

Best value of frequency and phase:  97.497 6.09279
Minimum Value at best f:  0.0625663
Mismatch:  0.061650171066220394


True value of frequency and phase:  98.5 6.15752
Minimum Value at true f:  0.0623613

Best value of frequency and phase:  98.498 6.15625
Minimum Value at best f:  0.0623942
Mismatch:  0.0618337292149137


True value of frequency and phase:  99.5 6.22035
Minimum Value at true f:  0.0628761

Best value of frequency and phase:  99.499 6.21972
Minimum Value at best f:  0.062877
Mismatch:  0.06286178613511328


True value of frequency and phase:  100.5 6.28319
Minimum Value at true f:  0.0626512

Best value of frequency and phase:  100.5 0.0
Minimum Value at best f:  0.0626512
Mismatch:  0.06265120000000002



